timestamp,max_visibility
2025-04-23T16:02:31.739724,0
2025-04-23T16:03:06.684972,0
2025-04-23T16:04:08.983576,0
2025-04-23T16:06:41.106987,0
2025-04-23T16:06:44.852644,0
2025-04-23T16:06:54.168698,0
2025-04-23T16:06:56.557215,0
