timestamp,max_visibility,roi_0_edge_count,roi_0_visibility,roi_0_change_percentage,roi_0_distance,roi_0_label
2025-04-23T16:01:55.955254,0,0,0.0,0,100,A
2025-04-23T16:02:07.728964,0,0,0.0,0,100,A,0,0.0,0,200,B
2025-04-23T16:02:18.871278,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:02:25.355049,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:02:29.358959,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:02:31.745991,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:03:04.849127,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:03:05.922700,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:03:06.688648,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:03:11.116151,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:04:05.734147,0
2025-04-23T16:05:54.868086,0,0,0.0,0,100,A
2025-04-23T16:06:03.408835,0,0,0.0,0,100,A,0,0.0,0,200,B
2025-04-23T16:06:09.171364,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:06:13.425586,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:06:21.992942,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:06:41.109723,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:06:44.856646,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:06:54.172773,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:06:56.560499,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:07:00.995255,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:07:44.090099,0,0,0.0,0,100,A,0,0.0,0,200,B,0,0.0,0,300,C
2025-04-23T16:10:48.070608,100.0,33.84615384615385,100.0,0.0,100,A
2025-04-23T16:11:21.102637,100.0,24.615384615384617,100.0,-27.27272727272727,100,A,0.0,0.0,0,200,B
2025-04-23T16:11:33.241806,100.0,33.56643356643357,100.0,36.36363636363636,100,A,0.0,0.0,0,200,B
