timestamp,max_visibility,roi_0_id,roi_0_edge_density,roi_0_visibility,roi_0_distance,roi_0_label,roi_1_id,roi_1_edge_density,roi_1_visibility,roi_1_distance,roi_1_label,roi_2_id,roi_2_edge_density,roi_2_visibility,roi_2_distance,roi_2_label
2025-04-24 10:39:43,285.0,roi_0,2.72,97.3,100.0,A,roi_1,5.06,189.9,200.0,B,roi_2,5.01,285.0,300.0,XC
2025-04-24 10:39:53,285.0,roi_0,2.72,97.3,100.0,A,roi_1,5.06,189.9,200.0,B,roi_2,5.01,285.0,300.0,XC
2025-04-24 10:40:03,285.0,roi_0,2.72,97.3,100.0,A,roi_1,5.06,189.9,200.0,B,roi_2,5.01,285.0,300.0,XC
2025-04-24 10:40:18,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:40:28,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:40:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:40:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:40:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:41:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:41:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:41:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:41:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:41:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:41:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:42:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:42:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:42:41,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:42:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:42:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:43:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:43:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:43:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:02,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:44:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:45:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:45:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:45:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:45:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:45:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:45:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:46:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:46:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:46:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:46:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:46:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:46:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:47:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:47:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:47:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:47:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:47:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:47:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:48:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:48:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:48:29,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:48:39,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:48:49,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:48:59,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:49:09,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
2025-04-24 10:49:19,260.0,roi_0,2.72,97.3,100.0,A,roi_1,6.65,186.7,200.0,B,roi_2,13.32,260.0,300.0,XC
