timestamp,max_visibility,avg_visibility,best_reference,best_reference_timestamp
2025-04-24 14:41:08,0,0,0,
2025-04-24 14:43:34,0,0,0,
2025-04-24 14:45:42,0,0,0,
2025-04-24 14:50:52,0,0,0,
2025-04-24 14:59:08,0,0,0,
