timestamp,temperature,dew_point,humidity,wind_speed,wind_gust,wind_direction,pressure,precip_rate,precip_total
2025-04-22T15:43:13.366982,25,13.6,43,0,0,270,1011.85,0.0,1.02
2025-04-22T15:43:22.100520,25,13.6,43,0,0,270,1011.85,0.0,1.02
